#,dist(asec),prob.,link ref,link,identifier,typ,coord1 (ICRS J2000/2000),Mag U,Mag B,Mag V,Mag R,Mag I,spec. type,#bib,#not
775,193.74,100,2010ApJS..186..191C,B,Cl* NGC 869 W 233,*,02 18 34.2390735912 +57 07 37.486378092,~,17.182,16.4526,~,15.3163,F5.1V,8,0
776,193.74,100,2018A&A...616A..10G,B,Cl* NGC 869 W 233,*,02 18 34.2390735912 +57 07 37.486378092,~,17.182,16.4526,~,15.3163,F5.1V,8,0
777,200.45,90,2020A&A...633A..99C,B,NGC 869 728,*,02 18 33.8394529560 +57 08 47.374593756,~,15.183,14.6580,~,~,A4.3V,8,0
778,200.45,90,2020A&A...640A...1C,B,NGC 869 728,*,02 18 33.8394529560 +57 08 47.374593756,~,15.183,14.6580,~,~,A4.3V,8,0
779,213.23,50,2020A&A...633A..99C,B,NGC 869 720,*,02 18 32.9022679872 +57 06 57.283427340,~,14.143,13.7654,~,13.2511,B6.0V,9,0
780,213.23,100,2010ApJS..186..191C,B,NGC 869 720,*,02 18 32.9022679872 +57 06 57.283427340,~,14.143,13.7654,~,13.2511,B6.0V,9,0
781,213.23,100,2018A&A...616A..10G,B,NGC 869 720,*,02 18 32.9022679872 +57 06 57.283427340,~,14.143,13.7654,~,13.2511,B6.0V,9,0
782,209.00,100,2010ApJS..186..191C,B,NGC 869 716,*,02 18 32.1704060424 +57 08 06.992833992,~,14.076,13.7060,~,13.200,B8.4V,7,0
783,215.91,100,2018A&A...616A..10G,B,NGC 869 708,*,02 18 31.9205591204 +57 08 48.396077395,~,15.220,14.7830,~,~,A0.0V,8,0
784,227.79,60,2020A&A...633A..99C,B,Cl* NGC 869 MV 57086,*,02 18 30.9764541384 +57 06 58.763763936,~,17.458,16.697,~,~,~,3,0
785,227.79,100,2018A&A...616A..10G,B,Cl* NGC 869 MV 57086,*,02 18 30.9764541384 +57 06 58.763763936,~,17.458,16.697,~,~,~,3,0
786,226.41,90,2020A&A...633A..99C,B,NGC 869 701,*,02 18 30.7063318872 +57 07 12.808795872,~,14.912,14.535,~,13.9931,B8.9V,8,0
787,226.41,90,2020A&A...640A...1C,B,NGC 869 701,*,02 18 30.7063318872 +57 07 12.808795872,~,14.912,14.535,~,13.9931,B8.9V,8,0
788,226.41,100,2010ApJS..186..191C,B,NGC 869 701,*,02 18 30.7063318872 +57 07 12.808795872,~,14.912,14.535,~,13.9931,B8.9V,8,0
789,260.80,80,2020A&A...633A..99C,B,NGC 869 703,*,02 18 30.6883181472 +57 05 44.144478096,~,15.981,15.349,~,14.4857,A5.6V,8,0
790,260.80,80,2020A&A...640A...1C,B,NGC 869 703,*,02 18 30.6883181472 +57 05 44.144478096,~,15.981,15.349,~,14.4857,A5.6V,8,0
791,260.80,100,2010ApJS..186..191C,B,NGC 869 703,*,02 18 30.6883181472 +57 05 44.144478096,~,15.981,15.349,~,14.4857,A5.6V,8,0
792,260.80,100,2018A&A...616A..10G,B,NGC 869 703,*,02 18 30.6883181472 +57 05 44.144478096,~,15.981,15.349,~,14.4857,A5.6V,8,0
793,228.32,90,2020A&A...633A..99C,B,NGC 869 693,*,02 18 29.9158995864 +57 07 41.123352108,~,13.932,13.5460,~,13.0086,B8.1V,9,0
794,228.32,90,2020A&A...640A...1C,B,NGC 869 693,*,02 18 29.9158995864 +57 07 41.123352108,~,13.932,13.5460,~,13.0086,B8.1V,9,0
795,228.32,100,2018A&A...616A..10G,B,NGC 869 693,*,02 18 29.9158995864 +57 07 41.123352108,~,13.932,13.5460,~,13.0086,B8.1V,9,0
796,236.21,100,2018A&A...616A..10G,B,NGC 869 685,*,02 18 29.3527091616 +57 08 47.588205588,~,16.139,15.6370,~,~,A8.7V,7,0
797,231.85,70,2020A&A...633A..99C,B,NGC 869 690,*,02 18 29.4312705648 +57 07 45.987305088,~,14.775,14.3942,~,13.8815,B9.3V,9,0
798,231.85,70,2020A&A...640A...1C,B,NGC 869 690,*,02 18 29.4312705648 +57 07 45.987305088,~,14.775,14.3942,~,13.8815,B9.3V,9,0
799,231.85,100,2010ApJS..186..191C,B,NGC 869 690,*,02 18 29.4312705648 +57 07 45.987305088,~,14.775,14.3942,~,13.8815,B9.3V,9,0
800,231.85,100,2018A&A...616A..10G,B,NGC 869 690,*,02 18 29.4312705648 +57 07 45.987305088,~,14.775,14.3942,~,13.8815,B9.3V,9,0
801,243.04,70,2020A&A...633A..99C,B,NGC 869 676,*,02 18 28.7858573208 +57 07 06.617359884,~,14.396,13.819,~,~,~,7,0
802,243.04,70,2020A&A...640A...1C,B,NGC 869 676,*,02 18 28.7858573208 +57 07 06.617359884,~,14.396,13.819,~,~,~,7,0
803,243.04,100,2018A&A...616A..10G,B,NGC 869 676,*,02 18 28.7858573208 +57 07 06.617359884,~,14.396,13.819,~,~,~,7,0
804,259.38,80,2020A&A...633A..99C,B,NGC 869 677,*,02 18 28.6810714056 +57 06 18.032026212,~,14.975,14.640,~,14.1075,B9.3V,9,0
805,259.38,80,2020A&A...640A...1C,B,NGC 869 677,*,02 18 28.6810714056 +57 06 18.032026212,~,14.975,14.640,~,14.1075,B9.3V,9,0
806,259.38,100,2010ApJS..186..191C,B,NGC 869 677,*,02 18 28.6810714056 +57 06 18.032026212,~,14.975,14.640,~,14.1075,B9.3V,9,0
807,259.38,100,2018A&A...616A..10G,B,NGC 869 677,*,02 18 28.6810714056 +57 06 18.032026212,~,14.975,14.640,~,14.1075,B9.3V,9,0
808,249.43,50,2020A&A...633A..99C,B,NGC 869 659,*,02 18 27.6425754576 +57 08 44.942696988,~,13.353,13.0420,~,~,B5.5V,12,0
809,249.43,100,2010ApJ...722..605H,B,NGC 869 659,*,02 18 27.6425754576 +57 08 44.942696988,~,13.353,13.0420,~,~,B5.5V,12,0
810,249.43,100,2018A&A...616A..10G,B,NGC 869 659,*,02 18 27.6425754576 +57 08 44.942696988,~,13.353,13.0420,~,~,B5.5V,12,0
811,261.43,60,2020A&A...633A..99C,B,Cl* NGC 869 MV 57106,*,02 18 27.7075935288 +57 06 32.176222812,~,16.589,16.0547,~,15.1890,A9.1V,6,0
812,261.43,100,2010ApJS..186..191C,B,Cl* NGC 869 MV 57106,*,02 18 27.7075935288 +57 06 32.176222812,~,16.589,16.0547,~,15.1890,A9.1V,6,0
813,261.43,100,2018A&A...616A..10G,B,Cl* NGC 869 MV 57106,*,02 18 27.7075935288 +57 06 32.176222812,~,16.589,16.0547,~,15.1890,A9.1V,6,0
814,280.10,80,2020A&A...633A..99C,B,NGC 869 650,*,02 18 26.9351889432 +57 10 05.794445028,~,15.333,14.846,~,14.124,A4.5V,8,0
815,280.10,80,2020A&A...640A...1C,B,NGC 869 650,*,02 18 26.9351889432 +57 10 05.794445028,~,15.333,14.846,~,14.124,A4.5V,8,0
816,280.10,100,2010ApJS..186..191C,B,NGC 869 650,*,02 18 26.9351889432 +57 10 05.794445028,~,15.333,14.846,~,14.124,A4.5V,8,0
817,257.14,60,2020A&A...633A..99C,B,NGC 869 648,*,02 18 26.6043582264 +57 08 41.000499708,~,15.670,15.1870,~,~,B9.6V,7,0
818,257.14,100,2018A&A...616A..10G,B,NGC 869 648,*,02 18 26.6043582264 +57 08 41.000499708,~,15.670,15.1870,~,~,B9.6V,7,0
819,255.73,100,2010ApJS..186..191C,B,NGC 869 646,*,02 18 26.4293655144 +57 08 07.421300736,~,15.236,14.8336,~,14.212,A2.8V,6,0
820,255.73,100,2018A&A...616A..10G,B,NGC 869 646,*,02 18 26.4293655144 +57 08 07.421300736,~,15.236,14.8336,~,14.212,A2.8V,6,0
821,264.77,100,2010ApJS..186..191C,B,Cl* NGC 869 MV 47107,*,02 18 25.3670375160 +57 08 17.879510580,~,16.761,16.0019,~,14.8714,F5.2V,4,0
822,270.66,90,2020A&A...633A..99C,B,NGC 869 625,*,02 18 24.9895521168 +57 08 44.499493464,~,14.818,14.4060,~,~,B4.8V,8,0
823,270.66,90,2020A&A...640A...1C,B,NGC 869 625,*,02 18 24.9895521168 +57 08 44.499493464,~,14.818,14.4060,~,~,B4.8V,8,0
824,270.66,100,2018A&A...616A..10G,B,NGC 869 625,*,02 18 24.9895521168 +57 08 44.499493464,~,14.818,14.4060,~,~,B4.8V,8,0
825,278.04,100,2010ApJS..186..191C,B,Cl* NGC 869 MV 57105,*,02 18 25.1326116888 +57 06 42.518088144,~,17.478,16.647,~,15.3419,F9.2V,4,0
826,274.73,100,2010ApJS..186..191C,B,NGC 869 623,*,02 18 24.6632894784 +57 07 12.225609012,~,12.799,12.5076,~,12.0439,B4.9V,7,0
827,278.75,70,2020A&A...633A..99C,B,NGC 869 613,*,02 18 23.9403146832 +57 08 42.108932436,~,14.916,14.4870,~,~,B8.2V,9,0
828,278.75,70,2020A&A...640A...1C,B,NGC 869 613,*,02 18 23.9403146832 +57 08 42.108932436,~,14.916,14.4870,~,~,B8.2V,9,0
829,278.75,100,2018A&A...616A..10G,B,NGC 869 613,*,02 18 23.9403146832 +57 08 42.108932436,~,14.916,14.4870,~,~,B8.2V,9,0
830,291.35,80,2020A&A...633A..99C,B,Cl* NGC 869 MV 57100,*,02 18 23.2614938640 +57 06 47.499411924,~,18.242,17.324,~,15.9047,G4.3V,7,0
831,291.35,80,2020A&A...640A...1C,B,Cl* NGC 869 MV 57100,*,02 18 23.2614938640 +57 06 47.499411924,~,18.242,17.324,~,15.9047,G4.3V,7,0
832,291.35,100,2010ApJS..186..191C,B,Cl* NGC 869 MV 57100,*,02 18 23.2614938640 +57 06 47.499411924,~,18.242,17.324,~,15.9047,G4.3V,7,0
833,291.35,100,2018A&A...616A..10G,B,Cl* NGC 869 MV 57100,*,02 18 23.2614938640 +57 06 47.499411924,~,18.242,17.324,~,15.9047,G4.3V,7,0
834,289.27,60,2020A&A...633A..99C,B,NGC 869 599,*,02 18 23.0755731552 +57 07 02.741799144,~,14.851,14.474,~,13.8912,B9.4V,7,0
835,289.27,100,2010ApJS..186..191C,B,NGC 869 599,*,02 18 23.0755731552 +57 07 02.741799144,~,14.851,14.474,~,13.8912,B9.4V,7,0
836,289.27,100,2018A&A...616A..10G,B,NGC 869 599,*,02 18 23.0755731552 +57 07 02.741799144,~,14.851,14.474,~,13.8912,B9.4V,7,0
837,293.85,50,2020A&A...633A..99C,B,NGC 869 592,*,02 18 21.8389518912 +57 07 41.149657920,~,17.042,16.3762,~,15.3627,F1.7V,6,0
838,293.85,100,2010ApJS..186..191C,B,NGC 869 592,*,02 18 21.8389518912 +57 07 41.149657920,~,17.042,16.3762,~,15.3627,F1.7V,6,0
839,293.85,100,2018A&A...616A..10G,B,NGC 869 592,*,02 18 21.8389518912 +57 07 41.149657920,~,17.042,16.3762,~,15.3627,F1.7V,6,0
840,308.76,70,2020A&A...633A..99C,B,NGC 869 584,*,02 18 21.0534630792 +57 09 17.994669372,~,14.013,13.6451,~,13.1105,B8.4V,9,0
841,308.76,70,2020A&A...640A...1C,B,NGC 869 584,*,02 18 21.0534630792 +57 09 17.994669372,~,14.013,13.6451,~,13.1105,B8.4V,9,0
842,308.76,100,2010ApJS..186..191C,B,NGC 869 584,*,02 18 21.0534630792 +57 09 17.994669372,~,14.013,13.6451,~,13.1105,B8.4V,9,0
843,308.76,100,2018A&A...616A..10G,B,NGC 869 584,*,02 18 21.0534630792 +57 09 17.994669372,~,14.013,13.6451,~,13.1105,B8.4V,9,0
844,310.80,100,2010ApJS..186..191C,B,NGC 869 589,*,02 18 21.4384393080 +57 06 28.931915808,~,16.294,15.736,~,14.926,A5.3V,6,0
845,310.80,100,2018A&A...616A..10G,B,NGC 869 589,*,02 18 21.4384393080 +57 06 28.931915808,~,16.294,15.736,~,14.926,A5.3V,6,0
846,303.34,100,2010ApJS..186..191C,B,NGC 869 585,*,02 18 21.1206300288 +57 07 11.021216484,~,16.116,15.609,~,14.8820,A1.5V,6,0
847,303.34,100,2018A&A...616A..10G,B,NGC 869 585,*,02 18 21.1206300288 +57 07 11.021216484,~,16.116,15.609,~,14.8820,A1.5V,6,0
848,321.27,90,2020A&A...633A..99C,B,Cl* NGC 869 MV 57103,*,02 18 21.0130125912 +57 06 07.196284692,~,17.641,16.800,~,15.549,F6.7V,7,0
849,321.27,90,2020A&A...640A...1C,B,Cl* NGC 869 MV 57103,*,02 18 21.0130125912 +57 06 07.196284692,~,17.641,16.800,~,15.549,F6.7V,7,0
850,321.27,100,2010ApJS..186..191C,B,Cl* NGC 869 MV 57103,*,02 18 21.0130125912 +57 06 07.196284692,~,17.641,16.800,~,15.549,F6.7V,7,0
851,321.27,100,2018A&A...616A..10G,B,Cl* NGC 869 MV 57103,*,02 18 21.0130125912 +57 06 07.196284692,~,17.641,16.800,~,15.549,F6.7V,7,0
852,320.65,70,2020A&A...633A..99C,B,NGC 869 579,*,02 18 20.7787324992 +57 06 14.091914160,~,16.213,15.679,~,14.9118,A4.0V,8,0
853,320.65,70,2020A&A...640A...1C,B,NGC 869 579,*,02 18 20.7787324992 +57 06 14.091914160,~,16.213,15.679,~,14.9118,A4.0V,8,0
854,320.65,100,2010ApJS..186..191C,B,NGC 869 579,*,02 18 20.7787324992 +57 06 14.091914160,~,16.213,15.679,~,14.9118,A4.0V,8,0
855,320.65,100,2018A&A...616A..10G,B,NGC 869 579,*,02 18 20.7787324992 +57 06 14.091914160,~,16.213,15.679,~,14.9118,A4.0V,8,0
856,312.95,60,2020A&A...633A..99C,B,NGC 869 569,*,02 18 20.0685591576 +57 07 04.400415084,~,16.112,15.591,~,14.8372,B9.1V,6,0
857,312.95,100,2010ApJS..186..191C,B,NGC 869 569,*,02 18 20.0685591576 +57 07 04.400415084,~,16.112,15.591,~,14.8372,B9.1V,6,0
858,313.13,80,2020A&A...633A..99C,B,NGC 869 563,Be*,02 18 19.7435303256 +57 08 46.168544724,~,12.524,12.2380,~,~,B1.8V,13,0
859,313.13,80,2020A&A...640A...1C,B,NGC 869 563,Be*,02 18 19.7435303256 +57 08 46.168544724,~,12.524,12.2380,~,~,B1.8V,13,0
860,313.13,100,2018A&A...616A..10G,B,NGC 869 563,Be*,02 18 19.7435303256 +57 08 46.168544724,~,12.524,12.2380,~,~,B1.8V,13,0
861,117.14,50,2020A&A...633A..99C,B,NGC 869 1139,*,02 19 11.4678885912 +57 07 24.813191676,~,16.775,15.888,~,~,~,5,0
862,117.14,100,2018A&A...616A..10G,B,NGC 869 1139,*,02 19 11.4678885912 +57 07 24.813191676,~,16.775,15.888,~,~,~,5,0
863,180.50,100,2010ApJS..186..191C,B,NGC 869 994,*,02 19 00.6699099096 +57 11 01.422896712,~,15.842,15.211,~,14.5351,B8.1V,8,0
864,180.50,100,2018A&A...616A..10G,B,NGC 869 994,*,02 19 00.6699099096 +57 11 01.422896712,~,15.842,15.211,~,14.5351,B8.1V,8,0
865,177.02,80,2020A&A...633A..99C,B,NGC 869 989,*,02 19 00.2877169680 +57 10 58.298952288,~,16.122,15.440,~,14.726,A1.5V,10,0
866,177.02,80,2020A&A...640A...1C,B,NGC 869 989,*,02 19 00.2877169680 +57 10 58.298952288,~,16.122,15.440,~,14.726,A1.5V,10,0
867,177.02,100,2010ApJS..186..191C,B,NGC 869 989,*,02 19 00.2877169680 +57 10 58.298952288,~,16.122,15.440,~,14.726,A1.5V,10,0
868,177.02,100,2018A&A...616A..10G,B,NGC 869 989,*,02 19 00.2877169680 +57 10 58.298952288,~,16.122,15.440,~,14.726,A1.5V,10,0
869,87.55,60,2020A&A...633A..99C,B,NGC 869 4052,*,02 19 00.1459475280 +57 09 27.920406960,~,17.415,16.615,~,15.489,A7.4V,8,0
870,87.55,100,2010ApJS..186..191C,B,NGC 869 4052,*,02 19 00.1459475280 +57 09 27.920406960,~,17.415,16.615,~,15.489,A7.4V,8,0
871,87.55,100,2018A&A...616A..10G,B,NGC 869 4052,*,02 19 00.1459475280 +57 09 27.920406960,~,17.415,16.615,~,15.489,A7.4V,8,0
872,16.27,60,2020A&A...633A..99C,B,Cl* NGC 869 W 276,*,02 18 59.3773908384 +57 07 52.002816024,~,17.404,17.404,~,~,~,3,0
873,173.89,60,2020A&A...633A..99C,B,NGC 869 3029,*,02 18 58.1760023904 +57 10 56.270696556,~,~,16.0960,~,~,A8.2V,8,0
874,173.89,100,2018A&A...616A..10G,B,NGC 869 3029,*,02 18 58.1760023904 +57 10 56.270696556,~,~,16.0960,~,~,A8.2V,8,0
875,36.49,70,2020A&A...633A..99C,B,NGC 869 4088,*,02 18 58.2300467280 +57 07 26.050424304,~,17.883,17.037,~,~,~,6,0
876,36.49,70,2020A&A...640A...1C,B,NGC 869 4088,*,02 18 58.2300467280 +57 07 26.050424304,~,17.883,17.037,~,~,~,6,0
877,36.49,100,2018A&A...616A..10G,B,NGC 869 4088,*,02 18 58.2300467280 +57 07 26.050424304,~,17.883,17.037,~,~,~,6,0
878,4.16,50,2020A&A...633A..99C,B,Cl* NGC 869 W 279,EB*,02 18 57.4828609680 +57 07 59.424010032,~,17.076,17.069,~,~,~,5,0
879,4.16,100,2018A&A...616A..10G,B,Cl* NGC 869 W 279,EB*,02 18 57.4828609680 +57 07 59.424010032,~,17.076,17.069,~,~,~,5,0
880,42.75,100,2010ApJS..186..191C,B,Cl* NGC 869 W 293,*,02 18 56.0104268784 +57 07 22.333323936,~,18.29,18.046,~,16.450,G3.1V,4,0
881,55.76,100,2010ApJS..186..191C,B,Cl* NGC 869 W 294,*,02 18 55.9092177768 +57 07 08.899009788,~,18.135,17.356,~,15.9389,G6.5V,4,0
882,86.23,100,2010ApJS..186..191C,B,NGC 869 4037,*,02 18 50.5678389768 +57 06 59.714715708,~,17.032,16.3751,~,15.3071,F2.0V,9,0
883,86.23,100,2018A&A...616A..10G,B,NGC 869 4037,*,02 18 50.5678389768 +57 06 59.714715708,~,17.032,16.3751,~,15.3071,F2.0V,9,0
884,86.23,100,2018A&A...618A..93C,B,NGC 869 4037,*,02 18 50.5678389768 +57 06 59.714715708,~,17.032,16.3751,~,15.3071,F2.0V,9,0
885,86.23,100,2020A&A...633A..99C,B,NGC 869 4037,*,02 18 50.5678389768 +57 06 59.714715708,~,17.032,16.3751,~,15.3071,F2.0V,9,0
886,86.23,100,2020A&A...640A...1C,B,NGC 869 4037,*,02 18 50.5678389768 +57 06 59.714715708,~,17.032,16.3751,~,15.3071,F2.0V,9,0
887,80.73,100,2018A&A...616A..10G,B,Cl* NGC 869 MV 47266,*,02 18 48.0042546648 +57 08 12.768789912,~,16.871,16.166,~,~,~,2,0
888,113.71,100,2018A&A...616A..10G,B,NGC 869 4021,*,02 18 46.9851948840 +57 06 50.851093824,~,17.028,16.2489,~,14.9760,~,6,0
889,93.00,100,2018A&A...616A..10G,B,Cl* NGC 869 W 258,*,02 18 46.5116398560 +57 08 14.496139716,~,17.478,16.767,~,~,~,3,0
890,140.18,100,2010ApJS..186..191C,B,Cl* NGC 869 W 110,EB*,02 18 46.1461477224 +57 09 45.335516112,~,17.810,17.053,~,15.674,F9.1V,6,0
891,140.18,100,2018A&A...616A..10G,B,Cl* NGC 869 W 110,EB*,02 18 46.1461477224 +57 09 45.335516112,~,17.810,17.053,~,15.674,F9.1V,6,0
892,84.53,60,2020A&A...633A..99C,B,NGC 869 946,*,02 18 56.5479281256 +57 09 26.271023436,~,14.930,14.476,~,13.7805,B9.1V,10,0
893,84.53,100,2010ApJS..186..191C,B,NGC 869 946,*,02 18 56.5479281256 +57 09 26.271023436,~,14.930,14.476,~,13.7805,B9.1V,10,0
894,84.53,100,2018A&A...616A..10G,B,NGC 869 946,*,02 18 56.5479281256 +57 09 26.271023436,~,14.930,14.476,~,13.7805,B9.1V,10,0
895,285.43,80,2020A&A...633A..99C,B,NGC 869 598,*,02 18 22.8248463672 +57 07 47.650229040,~,15.731,15.285,~,14.626,A1.0V,8,0
896,285.43,80,2020A&A...640A...1C,B,NGC 869 598,*,02 18 22.8248463672 +57 07 47.650229040,~,15.731,15.285,~,14.626,A1.0V,8,0
897,285.43,100,2010ApJS..186..191C,B,NGC 869 598,*,02 18 22.8248463672 +57 07 47.650229040,~,15.731,15.285,~,14.626,A1.0V,8,0
898,285.43,100,2018A&A...616A..10G,B,NGC 869 598,*,02 18 22.8248463672 +57 07 47.650229040,~,15.731,15.285,~,14.626,A1.0V,8,0
899,126.76,100,2010ApJS..186..191C,B,NGC 869 808,*,02 18 43.5854567112 +57 07 11.423734392,~,16.147,15.509,~,14.5168,F0.7V,9,0
900,126.76,100,2018A&A...616A..10G,B,NGC 869 808,*,02 18 43.5854567112 +57 07 11.423734392,~,16.147,15.509,~,14.5168,F0.7V,9,0
901,125.34,100,2018A&A...616A..10G,B,2MASS J02191199+5707134,*,02 19 12.0051104640 +57 07 13.311336900,~,~,17.0232,~,15.7946,~,3,0
902,128.78,70,2020A&A...633A..99C,B,NGC 869 4047,*,02 19 11.7641783016 +57 07 01.312241520,~,~,16.549,~,15.446,A9.6V,7,0
903,128.78,70,2020A&A...640A...1C,B,NGC 869 4047,*,02 19 11.7641783016 +57 07 01.312241520,~,~,16.549,~,15.446,A9.6V,7,0
904,128.78,100,2010ApJS..186..191C,B,NGC 869 4047,*,02 19 11.7641783016 +57 07 01.312241520,~,~,16.549,~,15.446,A9.6V,7,0
905,128.78,100,2018A&A...616A..10G,B,NGC 869 4047,*,02 19 11.7641783016 +57 07 01.312241520,~,~,16.549,~,15.446,A9.6V,7,0
906,125.55,80,2020A&A...633A..99C,B,NGC 869 1095,*,02 19 07.4826829488 +57 06 24.430648104,~,14.076,13.6574,~,13.067,B5.6V,11,0
907,125.55,80,2020A&A...640A...1C,B,NGC 869 1095,*,02 19 07.4826829488 +57 06 24.430648104,~,14.076,13.6574,~,13.067,B5.6V,11,0
908,125.55,100,2010ApJS..186..191C,B,NGC 869 1095,*,02 19 07.4826829488 +57 06 24.430648104,~,14.076,13.6574,~,13.067,B5.6V,11,0
909,125.55,100,2018A&A...616A..10G,B,NGC 869 1095,*,02 19 07.4826829488 +57 06 24.430648104,~,14.076,13.6574,~,13.067,B5.6V,11,0
910,43.86,100,2018A&A...616A..10G,B,[KPK99] J021903.24+570803.0,*,02 19 03.2277976008 +57 08 02.889378492,~,15.64,15.03,~,~,~,3,0
911,94.64,100,2018A&A...616A..10G,B,NGC 869 1017,*,02 19 01.6664507352 +57 09 31.774186008,~,16.413,15.6079,~,14.8381,A3.0V,8,0
912,70.64,50,2020A&A...633A..99C,B,2MASS J02190138+5709067,*,02 19 01.3966589256 +57 09 06.837765012,~,17.761,16.823,~,~,~,3,0
913,70.64,100,2018A&A...616A..10G,B,2MASS J02190138+5709067,*,02 19 01.3966589256 +57 09 06.837765012,~,17.761,16.823,~,~,~,3,0
914,80.78,100,2018A&A...616A..10G,B,[KPK99] J021858.83+570922.3,*,02 18 58.8472436616 +57 09 22.764316608,~,17.211,16.458,~,~,~,2,0
915,63.27,100,2018A&A...616A..10G,B,NGC 869 964,*,02 18 57.7563123048 +57 06 59.133749256,~,14.903,14.4700,~,~,B8.7V,11,0
916,63.27,100,2018A&A...618A..93C,B,NGC 869 964,*,02 18 57.7563123048 +57 06 59.133749256,~,14.903,14.4700,~,~,B8.7V,11,0
917,63.27,100,2020A&A...633A..99C,B,NGC 869 964,*,02 18 57.7563123048 +57 06 59.133749256,~,14.903,14.4700,~,~,B8.7V,11,0
918,63.27,100,2020A&A...640A...1C,B,NGC 869 964,*,02 18 57.7563123048 +57 06 59.133749256,~,14.903,14.4700,~,~,B8.7V,11,0
919,37.88,70,2020A&A...633A..99C,B,[KPK99] J021853.76+570743.4,*,02 18 53.7827997312 +57 07 43.844644740,~,17.881,16.875,~,~,~,4,0
920,37.88,70,2020A&A...640A...1C,B,[KPK99] J021853.76+570743.4,*,02 18 53.7827997312 +57 07 43.844644740,~,17.881,16.875,~,~,~,4,0
921,37.88,100,2018A&A...616A..10G,B,[KPK99] J021853.76+570743.4,*,02 18 53.7827997312 +57 07 43.844644740,~,17.881,16.875,~,~,~,4,0
922,99.88,100,2018A&A...616A..10G,B,NGC 869 4062,*,02 18 50.5787143248 +57 06 41.900662332,~,17.5,16.702,~,~,~,4,0
923,121.20,100,2010ApJS..186..191C,B,NGC 869 805,*,02 18 43.1114484312 +57 08 20.204811888,~,15.448,15.0359,~,14.3989,A1.0V,7,0
924,196.71,80,2020A&A...633A..99C,B,NGC 869 775,*,02 18 39.8819221584 +57 10 14.113158636,~,16.170,15.502,~,14.7330,A5.0V,11,0
925,196.71,80,2020A&A...640A...1C,B,NGC 869 775,*,02 18 39.8819221584 +57 10 14.113158636,~,16.170,15.502,~,14.7330,A5.0V,11,0
926,196.71,100,2007ApJ...669L..33C,B,NGC 869 775,*,02 18 39.8819221584 +57 10 14.113158636,~,16.170,15.502,~,14.7330,A5.0V,11,0
927,196.71,100,2010ApJS..186..191C,B,NGC 869 775,*,02 18 39.8819221584 +57 10 14.113158636,~,16.170,15.502,~,14.7330,A5.0V,11,0
928,196.71,100,2018A&A...616A..10G,B,NGC 869 775,*,02 18 39.8819221584 +57 10 14.113158636,~,16.170,15.502,~,14.7330,A5.0V,11,0
929,201.13,60,2020A&A...633A..99C,B,Cl* NGC 869 W 236,*,02 18 34.1032849872 +57 07 06.680777520,~,17.719,16.963,~,~,~,4,0
930,201.13,100,2018A&A...616A..10G,B,Cl* NGC 869 W 236,*,02 18 34.1032849872 +57 07 06.680777520,~,17.719,16.963,~,~,~,4,0
931,224.14,50,2020A&A...633A..99C,B,2MASS J02183045+5707377,*,02 18 30.4744378344 +57 07 37.704893340,~,16.849,16.1154,~,15.0371,~,6,0
932,224.14,100,2018A&A...616A..10G,B,2MASS J02183045+5707377,*,02 18 30.4744378344 +57 07 37.704893340,~,16.849,16.1154,~,15.0371,~,6,0
933,231.42,100,2010ApJS..186..191C,B,2MASS J02183019+5707085,*,02 18 30.1968958632 +57 07 08.541201720,~,18.042,17.218,~,15.789,G5.2V,3,0
934,254.26,100,2010ApJS..186..191C,B,2MASS J02182791+5706495,*,02 18 27.9184993680 +57 06 49.641028308,~,~,18.201,~,16.647,G4.0V,3,0
935,302.63,60,2020A&A...633A..99C,B,2MASS J02182168+5706520,*,02 18 21.6912712272 +57 06 52.023273948,~,18.392,17.5426,~,16.1341,G2.8V,5,0
936,302.63,100,2010ApJS..186..191C,B,2MASS J02182168+5706520,*,02 18 21.6912712272 +57 06 52.023273948,~,18.392,17.5426,~,16.1341,G2.8V,5,0
937,71.52,100,2010ApJS..186..191C,B,NGC 869 1064,*,02 19 05.5616577888 +57 07 28.300476648,~,15.125,14.631,~,14.007,B8.6V,7,0
938,715.41,80,2020A&A...633A..99C,B,NGC 869 222,*,02 17 30.8450501136 +57 06 22.583209572,~,15.523,14.986,~,14.415,A0.5V,6,0
939,715.41,80,2020A&A...640A...1C,B,NGC 869 222,*,02 17 30.8450501136 +57 06 22.583209572,~,15.523,14.986,~,14.415,A0.5V,6,0
940,715.41,100,2010ApJS..186..191C,B,NGC 869 222,*,02 17 30.8450501136 +57 06 22.583209572,~,15.523,14.986,~,14.415,A0.5V,6,0
941,957.54,100,2010ApJS..186..191C,B,NGC 869 89,*,02 17 05.3789334432 +57 12 46.347686352,~,15.018,14.570,~,13.9992,A2.0V,4,0
942,1202.89,100,2010ApJS..186..191C,B,NGC 869 98,*,02 17 08.0998742280 +57 21 30.976902900,~,15.183,14.671,~,14.069,B8.9V,4,0
943,911.81,100,2010ApJS..186..191C,B,NGC 869 100,*,02 17 07.8132489096 +57 10 56.437961376,~,14.890,14.387,~,13.7545,B9.5V,4,0
944,1083.45,100,2010ApJS..186..191C,B,NGC 869 103,*,02 17 08.9934170520 +57 18 28.917962172,~,15.814,15.246,~,14.5913,B9.8V,4,0
