#,dist(asec),prob.,link ref,link,identifier,typ,coord1 (ICRS J2000/2000),Mag U,Mag B,Mag V,Mag R,Mag I,spec. type,#bib,#not
3733,407.12,100,2010ApJS..186..191C,B,2MASS J02194625+5706214,*,02 19 46.2724263648 +57 06 21.407374224,~,~,16.690,~,15.498,F0.8V,5,0
3734,407.12,100,2018A&A...616A..10G,B,2MASS J02194625+5706214,*,02 19 46.2724263648 +57 06 21.407374224,~,~,16.690,~,15.498,F0.8V,5,0
3735,553.42,80,2020A&A...633A..99C,B,2MASS J02191337+5659036,*,02 19 13.3807685040 +56 59 03.689175804,~,~,16.618,~,15.510,F4.3V,5,0
3736,553.42,80,2020A&A...640A...1C,B,2MASS J02191337+5659036,*,02 19 13.3807685040 +56 59 03.689175804,~,~,16.618,~,15.510,F4.3V,5,0
3737,553.42,100,2010ApJS..186..191C,B,2MASS J02191337+5659036,*,02 19 13.3807685040 +56 59 03.689175804,~,~,16.618,~,15.510,F4.3V,5,0
3738,553.42,100,2018A&A...616A..10G,B,2MASS J02191337+5659036,*,02 19 13.3807685040 +56 59 03.689175804,~,~,16.618,~,15.510,F4.3V,5,0
3739,296.70,100,2010ApJS..186..191C,B,2MASS J02193182+5709499,*,02 19 31.8255586968 +57 09 49.909269780,~,~,17.0114,~,15.472,G0.4V,2,0
3740,611.07,100,2010ApJS..186..191C,B,2MASS J02181242+5716095,*,02 18 12.4340444952 +57 16 09.534316116,~,~,16.716,~,15.507,F7.5V,2,0
3741,577.53,100,2010ApJS..186..191C,B,2MASS J02174854+5705593,*,02 17 48.5542624968 +57 05 59.309503044,~,~,16.689,~,15.511,F8.2V,2,0
3742,483.61,100,2010ApJS..186..191C,B,2MASS J02192422+5715158,*,02 19 24.2374912608 +57 15 15.818886612,~,~,16.697,~,15.514,F2.9V,2,0
3743,288.26,100,2010ApJS..186..191C,B,2MASS J02184194+5703448,*,02 18 41.9457768600 +57 03 44.867660940,~,~,16.604,~,15.524,F2.1V,3,0
3744,288.26,100,2018A&A...616A..10G,B,2MASS J02184194+5703448,*,02 18 41.9457768600 +57 03 44.867660940,~,~,16.604,~,15.524,F2.1V,3,0
3745,340.66,100,2010ApJS..186..191C,B,2MASS J02191258+5713212,*,02 19 12.5961919704 +57 13 21.239692716,~,~,16.870,~,15.497,G3.2V,2,0
3746,405.52,100,2010ApJS..186..191C,B,2MASS J02184289+5714294,*,02 18 42.9062168256 +57 14 29.330771532,~,~,16.674,~,15.519,F6.3V,3,0
3747,405.52,100,2018A&A...616A..10G,B,2MASS J02184289+5714294,*,02 18 42.9062168256 +57 14 29.330771532,~,~,16.674,~,15.519,F6.3V,3,0
3748,570.54,100,2010ApJS..186..191C,B,2MASS J02193287+5659486,*,02 19 32.8776161880 +56 59 48.571364112,~,~,16.780,~,15.518,G4.1V,2,0
3749,396.10,100,2010ApJS..186..191C,B,2MASS J02184272+5714190,*,02 18 42.7424863752 +57 14 19.007490516,~,~,16.720,~,15.526,F6.2V,2,0
3750,531.54,100,2010ApJS..186..191C,B,2MASS J02192166+5659475,*,02 19 21.6659302440 +56 59 47.650368480,~,~,16.872,~,15.510,G3.6V,2,0
3751,253.59,100,2010ApJS..186..191C,B,2MASS J02183604+5705012,*,02 18 36.0496361040 +57 05 01.288225464,~,~,16.606,~,15.539,F3.4V,2,0
3752,456.35,100,2010ApJS..186..191C,B,2MASS J02181118+5703496,*,02 18 11.2008551952 +57 03 49.718430936,~,~,16.800,~,15.530,G3.3V,2,0
3753,530.06,100,2010ApJS..186..191C,B,2MASS J02180996+5714023,*,02 18 09.9810315528 +57 14 02.410166904,~,~,16.761,~,15.542,F5.5V,2,0
3754,410.82,100,2010ApJS..186..191C,B,2MASS J02181590+5711515,*,02 18 15.9116316912 +57 11 51.503168400,~,~,16.668,~,15.552,F2.8V,2,0
3755,548.32,100,2010ApJS..186..191C,B,2MASS J02175851+5703435,*,02 17 58.5107884824 +57 03 43.637565708,~,~,16.657,~,15.553,F5.6V,2,0
3756,286.01,100,2010ApJS..186..191C,B,2MASS J02193084+5706245,*,02 19 30.8443197408 +57 06 24.557465448,~,~,16.650,~,15.554,F0.3V,2,0
3757,544.86,100,2010ApJS..186..191C,B,2MASS J02180031+5712418,*,02 18 00.3226495152 +57 12 41.909621760,~,~,17.0003,~,15.523,G1.4V,2,0
3758,453.02,100,2010ApJS..186..191C,B,2MASS J02181070+5712038,*,02 18 10.7079989952 +57 12 03.840703956,~,~,16.770,~,15.548,F8.6V,2,0
3759,532.67,100,2010ApJS..186..191C,B,2MASS J02200306+5707221,*,02 20 03.0810880776 +57 07 22.190843892,~,~,16.848,~,15.540,G0.2V,2,0
3760,587.54,100,2010ApJS..186..191C,B,2MASS J02175513+5712545,*,02 17 55.1458713504 +57 12 54.506058732,~,~,16.826,~,15.544,F7.3V,2,0
3761,461.89,70,2020A&A...633A..99C,B,2MASS J02180994+5703551,*,02 18 09.9544417608 +57 03 55.171457568,~,~,16.635,~,15.568,F3.5V,5,0
3762,461.89,70,2020A&A...640A...1C,B,2MASS J02180994+5703551,*,02 18 09.9544417608 +57 03 55.171457568,~,~,16.635,~,15.568,F3.5V,5,0
3763,461.89,100,2010ApJS..186..191C,B,2MASS J02180994+5703551,*,02 18 09.9544417608 +57 03 55.171457568,~,~,16.635,~,15.568,F3.5V,5,0
3764,461.89,100,2018A&A...616A..10G,B,2MASS J02180994+5703551,*,02 18 09.9544417608 +57 03 55.171457568,~,~,16.635,~,15.568,F3.5V,5,0
3765,452.80,100,2010ApJS..186..191C,B,2MASS J02181983+5702320,*,02 18 19.8387066720 +57 02 32.100056088,~,~,16.934,~,15.537,G4.6V,2,0
3766,412.76,100,2010ApJS..186..191C,B,2MASS J02180721+5707385,*,02 18 07.2230884872 +57 07 38.535272184,~,~,16.687,~,15.568,F4.8V,2,0
3767,560.13,100,2010ApJS..186..191C,B,2MASS J02182330+5659581,*,02 18 23.3106120216 +56 59 58.195512564,~,~,16.746,~,15.5684,F9.9V,2,0
3768,300.89,100,2010ApJS..186..191C,B,2MASS J02192352+5704263,*,02 19 23.5319213400 +57 04 26.232458160,~,~,16.868,~,15.556,F5.9V,3,0
3769,300.89,100,2018A&A...616A..10G,B,2MASS J02192352+5704263,*,02 19 23.5319213400 +57 04 26.232458160,~,~,16.868,~,15.556,F5.9V,3,0
3770,481.18,100,2010ApJS..186..191C,B,2MASS J02175936+5709139,*,02 17 59.3705803896 +57 09 13.994018820,~,~,16.833,~,15.561,G1.1V,2,0
3771,216.81,100,2010ApJS..186..191C,B,2MASS J02190859+5711207,*,02 19 08.6029568136 +57 11 20.747570640,~,~,17.117,~,15.540,F9.8V,3,0
3772,216.81,100,2018A&A...616A..10G,B,2MASS J02190859+5711207,*,02 19 08.6029568136 +57 11 20.747570640,~,~,17.117,~,15.540,F9.8V,3,0
3773,521.95,100,2010ApJS..186..191C,B,2MASS J02175991+5704194,*,02 17 59.9141029128 +57 04 19.402304340,~,~,16.806,~,15.579,F7.1V,2,0
3774,223.12,100,2010ApJS..186..191C,B,2MASS J02185850+5704193,*,02 18 58.5149782296 +57 04 19.351774380,~,~,16.894,~,15.569,F8.9V,2,0
3775,351.47,100,2010ApJS..186..191C,B,2MASS J02193682+5705319,*,02 19 36.8346343848 +57 05 31.857297684,~,~,16.603,~,15.601,A6.8V,2,0
3776,161.57,80,2020A&A...633A..99C,B,2MASS J02184454+5710023,*,02 18 44.5480184496 +57 10 02.439906024,~,~,16.718,~,15.590,F2.4V,5,0
3777,161.57,80,2020A&A...640A...1C,B,2MASS J02184454+5710023,*,02 18 44.5480184496 +57 10 02.439906024,~,~,16.718,~,15.590,F2.4V,5,0
3778,161.57,100,2010ApJS..186..191C,B,2MASS J02184454+5710023,*,02 18 44.5480184496 +57 10 02.439906024,~,~,16.718,~,15.590,F2.4V,5,0
3779,161.57,100,2018A&A...616A..10G,B,2MASS J02184454+5710023,*,02 18 44.5480184496 +57 10 02.439906024,~,~,16.718,~,15.590,F2.4V,5,0
3780,210.37,60,2020A&A...633A..99C,B,2MASS J02190680+5704449,*,02 19 06.7944818472 +57 04 45.086179836,~,~,16.741,~,15.591,F3.4V,4,0
3781,210.37,100,2010ApJS..186..191C,B,2MASS J02190680+5704449,*,02 19 06.7944818472 +57 04 45.086179836,~,~,16.741,~,15.591,F3.4V,4,0
3782,210.37,100,2018A&A...616A..10G,B,2MASS J02190680+5704449,*,02 19 06.7944818472 +57 04 45.086179836,~,~,16.741,~,15.591,F3.4V,4,0
3783,515.16,100,2010ApJS..186..191C,B,2MASS J02192682+5715405,*,02 19 26.8299463032 +57 15 40.545906372,~,~,16.838,~,15.583,F3.8V,3,0
3784,515.16,100,2018A&A...616A..10G,B,2MASS J02192682+5715405,*,02 19 26.8299463032 +57 15 40.545906372,~,~,16.838,~,15.583,F3.8V,3,0
3785,433.71,100,2010ApJS..186..191C,B,2MASS J02190096+5700494,*,02 19 00.9685865184 +57 00 49.436102088,~,~,16.785,~,15.591,F4.7V,3,0
3786,433.71,100,2018A&A...616A..10G,B,2MASS J02190096+5700494,*,02 19 00.9685865184 +57 00 49.436102088,~,~,16.785,~,15.591,F4.7V,3,0
3787,174.20,100,2010ApJS..186..191C,B,2MASS J02184323+5710097,*,02 18 43.2491616600 +57 10 09.890285880,~,~,16.681,~,15.603,F2.6V,2,0
3788,559.78,60,2020A&A...633A..99C,B,2MASS J02175031+5706176,*,02 17 50.3160585744 +57 06 17.530216380,~,~,16.743,~,15.597,F5.9V,4,0
3789,559.78,100,2010ApJS..186..191C,B,2MASS J02175031+5706176,*,02 17 50.3160585744 +57 06 17.530216380,~,~,16.743,~,15.597,F5.9V,4,0
3790,559.78,100,2018A&A...616A..10G,B,2MASS J02175031+5706176,*,02 17 50.3160585744 +57 06 17.530216380,~,~,16.743,~,15.597,F5.9V,4,0
3791,499.66,100,2010ApJS..186..191C,B,2MASS J02175652+5708257,*,02 17 56.5193231064 +57 08 25.734076872,~,~,16.743,~,15.608,F8.0V,3,0
3792,499.66,100,2018A&A...616A..10G,B,2MASS J02175652+5708257,*,02 17 56.5193231064 +57 08 25.734076872,~,~,16.743,~,15.608,F8.0V,3,0
3793,521.87,100,2010ApJS..186..191C,B,2MASS J02195995+5710122,*,02 19 59.9622986064 +57 10 12.312025320,~,~,16.9514,~,15.5910,F1.0V,2,0
3794,283.30,100,2010ApJS..186..191C,B,2MASS J02190752+5712345,*,02 19 07.5286569672 +57 12 34.522828020,~,~,16.815,~,15.606,F2.8V,2,0
3795,211.06,100,2010ApJS..186..191C,B,2MASS J02184549+5704568,*,02 18 45.4891423032 +57 04 56.861161104,~,~,16.874,~,15.600,F5.8V,2,0
3796,378.46,100,2010ApJS..186..191C,B,2MASS J02181762+5704528,*,02 18 17.6320030128 +57 04 52.791309300,~,~,17.105,~,15.583,G1.4V,2,0
3797,444.39,100,2010ApJS..186..191C,B,2MASS J02181119+5711540,*,02 18 11.2079245320 +57 11 54.011884020,~,~,16.771,~,15.619,F5.5V,2,0
3798,350.47,100,2010ApJS..186..191C,B,2MASS J02183946+5702453,*,02 18 39.4663584312 +57 02 45.533112504,~,~,16.926,~,15.612,F7.5V,2,0
3799,594.11,100,2010ApJS..186..191C,B,2MASS J02182360+5716474,*,02 18 23.6138047248 +57 16 47.422407468,~,~,16.810,~,15.629,F3.2V,2,0
3800,220.84,50,2020A&A...633A..99C,B,2MASS J02191227+5711094,*,02 19 12.2693555400 +57 11 09.462774984,~,~,16.766,~,15.638,F6.3V,4,0
3801,220.84,100,2010ApJS..186..191C,B,2MASS J02191227+5711094,*,02 19 12.2693555400 +57 11 09.462774984,~,~,16.766,~,15.638,F6.3V,4,0
3802,220.84,100,2018A&A...616A..10G,B,2MASS J02191227+5711094,*,02 19 12.2693555400 +57 11 09.462774984,~,~,16.766,~,15.638,F6.3V,4,0
3803,354.14,100,2010ApJS..186..191C,B,2MASS J02184953+5702147,*,02 18 49.5430146576 +57 02 14.777666340,~,~,16.904,~,15.627,F9.1V,2,0
3804,517.95,100,2010ApJS..186..191C,B,2MASS J02185972+5659246,*,02 18 59.7248062104 +56 59 24.682827948,~,~,17.134,~,15.6045,G0.5V,2,0
3805,435.62,100,2010ApJS..186..191C,B,2MASS J02193205+5713376,*,02 19 32.0607730056 +57 13 37.611820236,~,~,16.869,~,15.6337,F3.3V,2,0
3806,475.87,100,2010ApJS..186..191C,B,2MASS J02194405+5703117,*,02 19 44.0697660576 +57 03 11.658893328,~,~,16.846,~,15.638,F0.4V,2,0
3807,198.60,100,2010ApJS..186..191C,B,2MASS J02185178+5711148,*,02 18 51.7890075744 +57 11 14.803859328,~,~,17.113,~,15.610,G3.2V,3,0
3808,198.60,100,2018A&A...616A..10G,B,2MASS J02185178+5711148,*,02 18 51.7890075744 +57 11 14.803859328,~,~,17.113,~,15.610,G3.2V,3,0
3809,315.47,100,2010ApJS..186..191C,B,2MASS J02190625+5702545,*,02 19 06.2600907984 +57 02 54.480121656,~,~,16.817,~,15.648,F4.4V,3,0
3810,315.47,100,2018A&A...616A..10G,B,2MASS J02190625+5702545,*,02 19 06.2600907984 +57 02 54.480121656,~,~,16.817,~,15.648,F4.4V,3,0
3811,528.65,80,2020A&A...633A..99C,B,2MASS J02183048+5716020,*,02 18 30.4862249496 +57 16 02.052145632,~,~,16.809,~,15.650,F3.5V,5,0
3812,528.65,80,2020A&A...640A...1C,B,2MASS J02183048+5716020,*,02 18 30.4862249496 +57 16 02.052145632,~,~,16.809,~,15.650,F3.5V,5,0
3813,528.65,100,2010ApJS..186..191C,B,2MASS J02183048+5716020,*,02 18 30.4862249496 +57 16 02.052145632,~,~,16.809,~,15.650,F3.5V,5,0
3814,528.65,100,2018A&A...616A..10G,B,2MASS J02183048+5716020,*,02 18 30.4862249496 +57 16 02.052145632,~,~,16.809,~,15.650,F3.5V,5,0
3815,217.61,100,2010ApJS..186..191C,B,2MASS J02191817+5710237,*,02 19 18.1793520696 +57 10 23.727176220,~,~,16.864,~,15.649,F3.1V,3,0
3816,217.61,100,2018A&A...616A..10G,B,2MASS J02191817+5710237,*,02 19 18.1793520696 +57 10 23.727176220,~,~,16.864,~,15.649,F3.1V,3,0
3817,520.29,100,2010ApJS..186..191C,B,2MASS J02191544+5716226,*,02 19 15.4547352144 +57 16 22.622393460,~,~,17.000,~,15.6370,G1.7V,2,0
3818,555.30,100,2010ApJS..186..191C,B,2MASS J02180059+5703012,*,02 18 00.592 +57 03 01.23,~,~,17.061,~,15.632,G2.7V,2,0
3819,537.91,100,2010ApJS..186..191C,B,2MASS J02191168+5716485,*,02 19 11.6811316224 +57 16 48.429826464,~,~,17.089,~,15.6503,F9.5V,2,0
3820,552.12,100,2010ApJS..186..191C,B,2MASS J02195479+5703035,*,02 19 54.8049421944 +57 03 03.515549508,~,~,17.024,~,15.659,F7.7V,3,0
3821,552.12,100,2018A&A...616A..10G,B,2MASS J02195479+5703035,*,02 19 54.8049421944 +57 03 03.515549508,~,~,17.024,~,15.659,F7.7V,3,0
3822,574.33,100,2010ApJS..186..191C,B,2MASS J02195054+5714247,*,02 19 50.5627505112 +57 14 24.757025676,~,~,16.902,~,15.6757,F4.8V,2,0
3823,496.95,100,2010ApJS..186..191C,B,2MASS J02190178+5659464,*,02 19 01.7862984480 +56 59 46.495826160,~,~,16.941,~,15.672,F7.8V,2,0
3824,409.43,100,2010ApJS..186..191C,B,2MASS J02191728+5714200,*,02 19 17.2823766792 +57 14 20.103793008,~,~,16.964,~,15.6714,G0.1V,2,0
3825,618.53,50,2020A&A...633A..99C,B,2MASS J02174837+5712143,*,02 17 48.3766316952 +57 12 14.316698736,~,~,16.918,~,15.677,F6.6V,4,0
3826,618.53,100,2010ApJS..186..191C,B,2MASS J02174837+5712143,*,02 17 48.3766316952 +57 12 14.316698736,~,~,16.918,~,15.677,F6.6V,4,0
3827,618.53,100,2018A&A...616A..10G,B,2MASS J02174837+5712143,*,02 17 48.3766316952 +57 12 14.316698736,~,~,16.918,~,15.677,F6.6V,4,0
3828,472.81,100,2010ApJS..186..191C,B,2MASS J02180290+5710369,*,02 18 02.9130053280 +57 10 36.917089500,~,~,16.875,~,15.683,F4.9V,3,0
3829,472.81,100,2018A&A...616A..10G,B,2MASS J02180290+5710369,*,02 18 02.9130053280 +57 10 36.917089500,~,~,16.875,~,15.683,F4.9V,3,0
3830,427.99,100,2010ApJS..186..191C,B,2MASS J02194094+5712077,*,02 19 40.9605833568 +57 12 07.740476532,~,~,17.108,~,15.6590,K1.6V,2,0
3831,309.81,100,2010ApJS..186..191C,B,2MASS J02192896+5705044,*,02 19 28.9668076608 +57 05 04.357671288,~,~,16.878,~,15.6892,F2.1V,3,0
3832,309.81,100,2018A&A...616A..10G,B,2MASS J02192896+5705044,*,02 19 28.9668076608 +57 05 04.357671288,~,~,16.878,~,15.6892,F2.1V,3,0
3833,486.04,50,2020A&A...633A..99C,B,2MASS J02190577+5716041,*,02 19 05.7751550520 +57 16 04.145738376,~,~,16.914,~,15.6875,F4.7V,4,0
3834,486.04,100,2010ApJS..186..191C,B,2MASS J02190577+5716041,*,02 19 05.7751550520 +57 16 04.145738376,~,~,16.914,~,15.6875,F4.7V,4,0
3835,486.04,100,2018A&A...616A..10G,B,2MASS J02190577+5716041,*,02 19 05.7751550520 +57 16 04.145738376,~,~,16.914,~,15.6875,F4.7V,4,0
3836,403.18,100,2010ApJS..186..191C,B,2MASS J02182977+5702303,*,02 18 29.7801242952 +57 02 30.357966732,~,~,16.841,~,15.699,F0.0V,2,0
3837,283.44,100,2010ApJS..186..191C,B,2MASS J02192314+5704477,*,02 19 23.1435977808 +57 04 47.851069836,~,~,16.964,~,15.688,F4.8V,2,0
3838,435.49,60,2020A&A...633A..99C,B,2MASS J02194962+5706138,*,02 19 49.6296657936 +57 06 13.842332388,~,~,16.976,~,15.701,F6.2V,4,0
3839,435.49,100,2010ApJS..186..191C,B,2MASS J02194962+5706138,*,02 19 49.6296657936 +57 06 13.842332388,~,~,16.976,~,15.701,F6.2V,4,0
3840,435.49,100,2018A&A...616A..10G,B,2MASS J02194962+5706138,*,02 19 49.6296657936 +57 06 13.842332388,~,~,16.976,~,15.701,F6.2V,4,0
3841,442.88,100,2010ApJS..186..191C,B,2MASS J02191933+5701158,*,02 19 19.3535814864 +57 01 15.732424092,~,~,17.064,~,15.692,G4.8V,2,0
3842,357.30,100,2010ApJS..186..191C,B,2MASS J02182104+5704477,*,02 18 21.0509042472 +57 04 47.838408060,~,~,16.933,~,15.706,F7.7V,3,0
3843,357.30,100,2018A&A...616A..10G,B,2MASS J02182104+5704477,*,02 18 21.0509042472 +57 04 47.838408060,~,~,16.933,~,15.706,F7.7V,3,0
3844,543.52,50,2020A&A...633A..99C,B,2MASS J02192061+5659315,*,02 19 20.6221484280 +56 59 31.626978648,~,~,16.9164,~,15.712,F6.8V,3,0
3845,543.52,100,2010ApJS..186..191C,B,2MASS J02192061+5659315,*,02 19 20.6221484280 +56 59 31.626978648,~,~,16.9164,~,15.712,F6.8V,3,0
3846,369.46,100,2010ApJS..186..191C,B,2MASS J02184139+5713468,*,02 18 41.3991138360 +57 13 46.835125824,~,~,17.194,~,15.700,K2.7V,2,0
3847,181.34,100,2010ApJS..186..191C,B,2MASS J02191478+5706047,*,02 19 14.789 +57 06 04.79,~,~,17.042,~,15.718,F1.5V,2,0
3848,501.48,100,2010ApJS..186..191C,B,2MASS J02195363+5704310,*,02 19 53.6615012448 +57 04 31.025316396,~,~,16.975,~,15.727,F4.2V,3,0
3849,501.48,100,2018A&A...616A..10G,B,2MASS J02195363+5704310,*,02 19 53.6615012448 +57 04 31.025316396,~,~,16.975,~,15.727,F4.2V,3,0
3850,415.08,100,2010ApJS..186..191C,B,2MASS J02181795+5712214,Em*,02 18 17.9615673168 +57 12 21.476984400,~,~,17.168,~,15.707,G1.2V,4,0
3851,415.08,100,2018A&A...616A..10G,B,2MASS J02181795+5712214,Em*,02 18 17.9615673168 +57 12 21.476984400,~,~,17.168,~,15.707,G1.2V,4,0
3852,296.73,100,2010ApJS..186..191C,B,2MASS J02185874+5703058,*,02 18 58.7550189888 +57 03 05.759811648,~,~,17.089,~,15.721,F8.9V,3,0
3853,296.73,100,2018A&A...616A..10G,B,2MASS J02185874+5703058,*,02 18 58.7550189888 +57 03 05.759811648,~,~,17.089,~,15.721,F8.9V,3,0
3854,417.44,100,2010ApJS..186..191C,B,2MASS J02193099+5713210,*,02 19 31.0021724568 +57 13 21.083301156,~,~,17.2762,~,15.7015,G2.0V,2,0
3855,386.07,100,2010ApJS..186..191C,B,2MASS J02194148+5710338,*,02 19 41.4898186080 +57 10 33.874584528,~,~,16.976,~,15.7406,F5.0V,2,0
3856,456.86,70,2020A&A...633A..99C,B,2MASS J02194230+5703244,*,02 19 42.3218036616 +57 03 24.295711176,~,~,16.995,~,15.739,F2.7V,5,0
3857,456.86,70,2020A&A...640A...1C,B,2MASS J02194230+5703244,*,02 19 42.3218036616 +57 03 24.295711176,~,~,16.995,~,15.739,F2.7V,5,0
3858,456.86,100,2010ApJS..186..191C,B,2MASS J02194230+5703244,*,02 19 42.3218036616 +57 03 24.295711176,~,~,16.995,~,15.739,F2.7V,5,0
3859,456.86,100,2018A&A...616A..10G,B,2MASS J02194230+5703244,*,02 19 42.3218036616 +57 03 24.295711176,~,~,16.995,~,15.739,F2.7V,5,0
3860,422.32,100,2010ApJS..186..191C,B,2MASS J02182420+5713241,*,02 18 24.2040548352 +57 13 24.221634744,~,~,17.057,~,15.735,G1.0V,2,0
3861,325.29,100,2010ApJS..186..191C,B,2MASS J02184038+5703098,*,02 18 40.3805547600 +57 03 09.878910120,~,~,16.984,~,15.746,F4.3V,3,0
3862,325.29,100,2018A&A...616A..10G,B,2MASS J02184038+5703098,*,02 18 40.3805547600 +57 03 09.878910120,~,~,16.984,~,15.746,F4.3V,3,0
3863,407.17,100,2010ApJS..186..191C,B,2MASS J02180901+5706345,*,02 18 09.0168436056 +57 06 34.447102056,~,~,17.000,~,15.762,F2.9V,2,0
3864,226.24,50,2020A&A...633A..99C,B,2MASS J02191870+5705331,*,02 19 18.7111369728 +57 05 33.104794380,~,~,17.214,~,15.742,F9.0V,3,0
3865,226.24,100,2010ApJS..186..191C,B,2MASS J02191870+5705331,*,02 19 18.7111369728 +57 05 33.104794380,~,~,17.214,~,15.742,F9.0V,3,0
3866,344.65,100,2010ApJS..186..191C,B,2MASS J02181897+5710196,*,02 18 18.9888916032 +57 10 19.777397628,~,~,16.960,~,15.773,F5.8V,2,0
3867,463.88,100,2010ApJS..186..191C,B,2MASS J02182495+5701437,*,02 18 24.9642063672 +57 01 43.762422360,~,~,16.947,~,15.7775,F3.7V,2,0
3868,580.24,100,2010ApJS..186..191C,B,2MASS J02174658+5707459,*,02 17 46.5912342576 +57 07 45.981764256,~,~,17.032,~,15.772,G3.6V,2,0
3869,505.61,100,2010ApJS..186..191C,B,2MASS J02195852+5706165,*,02 19 58.5505504896 +57 06 16.464681792,~,~,17.148,~,15.764,G1.3V,2,0
3870,450.77,100,2010ApJS..186..191C,B,2MASS J02194528+5704107,*,02 19 45.2984037360 +57 04 10.675958196,~,~,17.220,~,15.769,G3.1V,2,0
3871,460.41,100,2010ApJS..186..191C,B,2MASS J02180306+5706083,*,02 18 03.0680724624 +57 06 08.290010556,~,~,17.3816,~,15.757,G0.8V,2,0
3872,568.08,100,2010ApJS..186..191C,B,2MASS J02193949+5715386,*,02 19 39.5020918392 +57 15 38.574082764,~,~,17.026,~,15.8112,F6.1V,2,0
3873,361.95,100,2010ApJS..186..191C,B,2MASS J02194028+5709504,*,02 19 40.3006662624 +57 09 50.305476816,~,~,16.985,~,15.8178,F4.0V,3,0
3874,361.95,100,2018A&A...616A..10G,B,2MASS J02194028+5709504,*,02 19 40.3006662624 +57 09 50.305476816,~,~,16.985,~,15.8178,F4.0V,3,0
3875,466.92,100,2010ApJS..186..191C,B,2MASS J02192837+5701274,*,02 19 28.3911187536 +57 01 27.452730756,~,~,17.048,~,15.8172,F7.4V,2,0
3876,575.09,100,2010ApJS..186..191C,B,2MASS J02195275+5714049,*,02 19 52.7630407272 +57 14 04.872145452,~,~,17.086,~,15.8136,G0.4V,2,0
3877,499.39,100,2010ApJS..186..191C,B,2MASS J02181525+5702033,*,02 18 15.2610520656 +57 02 03.317502588,~,~,17.111,~,15.815,F8.0V,2,0
3878,408.98,100,2010ApJS..186..191C,B,2MASS J02181443+5704368,*,02 18 14.4439996128 +57 04 36.762959352,~,~,17.025,~,15.838,F3.3V,2,0
3879,442.07,60,2020A&A...633A..99C,B,2MASS J02193656+5702530,*,02 19 36.5785379160 +57 02 52.953883512,~,~,17.166,~,15.8291,F4.9V,3,0
3880,442.07,100,2010ApJS..186..191C,B,2MASS J02193656+5702530,*,02 19 36.5785379160 +57 02 52.953883512,~,~,17.166,~,15.8291,F4.9V,3,0
3881,584.15,100,2010ApJS..186..191C,B,2MASS J02194303+5715364,*,02 19 43.0511158368 +57 15 36.548451252,~,~,17.2041,~,15.8308,G1.9V,2,0
3882,349.36,100,2010ApJS..186..191C,B,2MASS J02191179+5702320,*,02 19 11.7933794784 +57 02 32.063153352,~,~,17.2849,~,15.8418,G2.1V,2,0
3883,353.22,100,2010ApJS..186..191C,B,2MASS J02193935+5709452,*,02 19 39.3646442184 +57 09 45.329593356,~,~,17.3278,~,15.8393,F9.4V,3,0
3884,353.22,100,2018A&A...616A..10G,B,2MASS J02193935+5709452,*,02 19 39.3646442184 +57 09 45.329593356,~,~,17.3278,~,15.8393,F9.4V,3,0
3885,359.82,100,2010ApJS..186..191C,B,2MASS J02182518+5712051,*,02 18 25.1848173912 +57 12 05.177870280,~,~,17.144,~,15.859,F9.0V,3,0
3886,359.82,100,2018A&A...616A..10G,B,2MASS J02182518+5712051,*,02 18 25.1848173912 +57 12 05.177870280,~,~,17.144,~,15.859,F9.0V,3,0
3887,280.40,100,2010ApJS..186..191C,B,2MASS J02190556+5703291,*,02 19 05.5627425384 +57 03 29.147616648,~,~,17.260,~,15.8502,K1.8V,2,0
3888,481.36,100,2010ApJS..186..191C,B,2MASS J02184252+5700174,*,02 18 42.5150791344 +57 00 17.541011088,~,~,17.074,~,15.873,G1.8V,2,0
3889,578.31,100,2010ApJS..186..191C,B,2MASS J02180486+5714284,*,02 18 04.8610241736 +57 14 28.404385764,~,~,17.235,~,15.8586,G0.9V,2,0
3890,493.40,100,2010ApJS..186..191C,B,2MASS J02195308+5704405,*,02 19 53.0916559968 +57 04 40.273615560,~,~,17.219,~,15.8714,F7.6V,3,0
3891,493.40,100,2018A&A...616A..10G,B,2MASS J02195308+5704405,*,02 19 53.0916559968 +57 04 40.273615560,~,~,17.219,~,15.8714,F7.6V,3,0
3892,378.96,100,2010ApJS..186..191C,B,2MASS J02181480+5705382,*,02 18 14.8106102352 +57 05 38.197790196,~,~,17.3768,~,15.858,K2.6V,2,0
3893,581.96,50,2020A&A...633A..99C,B,2MASS J02200148+5712282,*,02 20 01.4944724064 +57 12 28.351597068,~,~,17.1648,~,15.8835,F7.0V,4,0
3894,581.96,100,2010ApJS..186..191C,B,2MASS J02200148+5712282,*,02 20 01.4944724064 +57 12 28.351597068,~,~,17.1648,~,15.8835,F7.0V,4,0
3895,581.96,100,2018A&A...616A..10G,B,2MASS J02200148+5712282,*,02 20 01.4944724064 +57 12 28.351597068,~,~,17.1648,~,15.8835,F7.0V,4,0
3896,539.56,100,2010ApJS..186..191C,B,2MASS J02175190+5707078,*,02 17 51.909 +57 07 07.82,~,~,17.210,~,15.879,G7.6V,2,0
3897,414.18,100,2010ApJS..186..191C,B,2MASS J02190507+5714523,*,02 19 05.0877394008 +57 14 52.367639532,~,~,17.1710,~,15.8919,F9.9V,2,0
